player_id,player_name,team_abbreviation,team_short_name,team_name,position,minutes_played,goals_added_raw_dribbling,goals_added_raw_fouling,goals_added_raw_interrupting,goals_added_raw_passing,goals_added_raw_receiving,goals_added_raw_shooting,goals_added_above_avg_dribbling,goals_added_above_avg_fouling,goals_added_above_avg_interrupting,goals_added_above_avg_passing,goals_added_above_avg_receiving,goals_added_above_avg_shooting,season_name,base_salary,guaranteed_compensation,mlspa_release,birth_date,nationality,height_ft,height_in,weight_lb
2lqRk3NWQr,Kyle Duncan,NYRB,New York,New York Red Bulls,FB,2363,0.2082,-0.1472,2.2455,1.0677,0.7412,0.2642,0.0127,-0.0480,0.7636,0.1376,0.1348,-0.0546,2023,500000,555750,2023-09-15,1997-08-08,USA,5,10,150
2lqRkbN4Qr,Paul Rothrock,SEA,Seattle,Seattle Sounders FC,W,63,0.0139,0.0071,0.0162,-0.1189,0.0395,0.0842,0.0021,0.0010,-0.0139,-0.1198,-0.0272,0.0518,2023,85444,85444,2023-09-15,1999-01-09,USA,5,8,163
2lqRked4Qr,Eduard Löwen,STL,St. Louis,St. Louis City SC,CM,2747,-0.0710,-0.0339,2.5401,1.4145,1.1453,1.3158,-0.3347,-0.0500,0.7047,0.4655,-0.3109,0.5161,2023,1200000,1344250,2023-09-15,1997-01-28,Germany,6,2,201
2lqRkmAWQr,Jackson Conway,ATL,Atlanta,Atlanta United FC,ST,61,0.0099,-0.0004,0.0445,-0.0400,0.0370,0.0216,0.0213,-0.0089,0.0241,-0.0172,-0.0912,-0.0238,2023,89716,89716,2023-09-15,2001-12-03,USA,6,2,174
2lqRknk2Qr,Yeimar Gómez Andrade,SEA,Seattle,Seattle Sounders FC,CB,3605,-0.1955,-0.4039,2.4769,2.2176,0.7576,0.4204,-0.2659,-0.0287,-0.3130,0.2490,-0.0390,0.0172,2023,672732,741820,2023-09-15,1992-06-30,Colombia,6,2,203
2lqRkoYxQr,Taylor Washington,NSH,Nashville,Nashville SC,FB,608,-0.2058,-0.0462,0.4567,0.0530,0.3804,0.1352,-0.2572,-0.0396,0.0907,-0.1290,0.0868,-0.0066,2023,98688,112269,2023-09-15,1993-08-16,USA,5,10,174
2lqRkPknQr,Tommy Thompson,SJE,San Jose,San Jose Earthquakes,W,468,-0.0079,0.0313,0.3041,-0.0340,0.3107,0.2536,-0.0609,0.0137,0.0444,-0.1323,-0.0345,0.0861,2023,115000,115000,2023-09-15,1995-08-15,USA,5,7,146
2lqRkWG0Qr,Rafael Santos,ORL,Orlando City,Orlando City SC,FB,2465,0.0535,0.1432,1.7016,1.2048,0.3099,0.4784,-0.1357,0.2641,0.1301,0.1882,-0.2490,0.1812,2023,300000,326188,2023-09-15,1998-02-05,Brazil,5,11,161
2lqRkWjJQr,Ruan,DCU,D.C. United,D.C. United,FB,1579,0.6441,0.0871,0.9372,0.4267,0.6026,0.1993,0.4982,0.1330,-0.0312,-0.1394,0.0804,-0.0691,2023,400000,400000,2023-09-15,1995-05-29,Brazil,5,9,143
2lqRkYZnQr,Bryan Acosta,POR,Portland,Portland Timbers FC,CM,1750,0.2432,-0.0342,0.9693,1.0683,0.3841,0.3088,0.0928,-0.0113,-0.2533,0.4606,-0.4422,-0.1414,2023,675000,731667,2023-09-15,1993-11-24,Honduras,5,9,161
2lqRkZXDQr,Cristian Espinoza,SJE,San Jose,San Jose Earthquakes,W,3465,0.7006,0.1826,1.7304,0.1418,3.4799,1.4790,0.1255,-0.1620,0.1027,0.1688,-0.3915,-0.3464,2023,1150000,1265000,2023-09-15,1995-04-03,Argentina,5,7,148
2lqRR4Rxqr,Lewis Morgan,NYRB,New York,New York Red Bulls,W,329,0.0179,0.0182,0.1438,-0.0771,0.3931,0.2615,-0.0402,-0.0147,-0.0126,-0.1042,0.0498,0.0926,2023,1200000,1375000,2023-09-15,1996-09-30,Scotland,5,10,165
2lqRR8gnqr,Jean Mota,MIA,Miami,Inter Miami CF,DM,1028,0.2627,-0.0201,1.5244,1.0234,0.1186,0.3212,0.1579,0.0081,0.7667,0.6007,-0.2347,0.1003,2023,750000,828750,2023-09-15,1993-10-15,Brazil,5,8,159
2lqRRJ2Lqr,Raúl Ruidíaz,SEA,Seattle,Seattle Sounders FC,ST,1219,-1.1485,0.0200,0.3974,-0.9772,2.7206,1.2761,-0.9767,-0.1273,-0.0699,-0.6406,0.4308,0.4470,2023,2472000,3201120,2023-09-15,1990-07-25,Peru,5,7,143
2lqRRkw2qr,Alfredo Morales,NYC,New York City,New York City FC,CM,1323,-0.0783,-0.0452,0.5478,0.2955,0.3791,0.2079,-0.2097,-0.0412,-0.3545,-0.1824,-0.2398,-0.1481,2023,600000,662250,2023-09-15,1990-05-12,USA,6,0,170
2lqRRvNxqr,Scott Caldwell,RSL,Salt Lake,Real Salt Lake,CM,189,0.0094,0.0001,0.1029,0.0035,0.0212,0.0000,-0.0093,0.0044,-0.0344,-0.0711,-0.0474,-0.0423,2023,225000,230000,2023-09-15,1991-03-15,USA,5,8,152
2lqRRZy2qr,Ilie Sánchez,LAFC,Los Angeles FC,Los Angeles FC,DM,3336,0.4729,0.0089,2.5592,1.7994,0.5117,0.2404,0.1198,0.1408,0.0251,0.2992,-0.4860,-0.4024,2023,1207500,1207500,2023-09-15,1990-11-21,Spain,6,0,174
2vQ144gLqr,Sota Kitahara,SEA,Seattle,Seattle Sounders FC,FB,5,0.0000,0.0000,0.0000,0.0027,-0.0015,0.0000,-0.0004,0.0002,-0.0032,0.0007,-0.0027,-0.0006,2023,67360,69860,2023-09-15,2003-01-11,USA,5,9,146
2vQ14B6Kqr,José Andrés Martínez,PHI,Philadelphia,Philadelphia Union,DM,2275,-0.1104,-0.1691,2.2904,1.1700,0.3661,0.5245,-0.3493,-0.0950,0.5885,0.1940,-0.3677,0.0582,2023,550000,772500,2023-09-15,1994-08-07,Venezuela,5,10,159
2vQ14d4xqr,Riqui Puig,LAG,LA Galaxy,LA Galaxy,CM,2807,2.2912,0.5144,1.2560,2.9099,2.3124,2.0409,2.1452,0.3903,-0.3759,2.3411,-0.0472,0.9314,2023,1650000,1732500,2023-09-15,1999-08-13,Spain,5,7,123
2vQ14E1Kqr,Ranko Veselinovic,VAN,Vancouver,Vancouver Whitecaps FC,CB,3352,0.2210,-0.0528,2.9210,1.5816,0.8309,0.2471,0.1556,0.2960,0.3268,-0.2489,0.0903,-0.1279,2023,495000,580500,2023-09-15,1999-03-24,Serbia,6,2,170
2vQ14E3lqr,Gaoussou Samake,DCU,D.C. United,D.C. United,FB,384,-0.0558,-0.0657,0.1161,0.0746,0.0778,0.0440,-0.0861,-0.0476,-0.1268,-0.0820,-0.0093,-0.0025,2023,85444,85444,2023-09-15,1997-11-04,Ivory Coast,5,7,161
2vQ1dVAwqr,Célio Pompeu,STL,St. Louis,St. Louis City SC,W,1195,1.4473,0.0850,1.0507,0.2315,0.6992,0.7031,1.3178,-0.0319,0.4906,0.2215,-0.7191,0.0650,2023,68775,68775,2023-09-15,1999-10-12,Brazil,5,10,163
2vQ1dyZwqr,Geovane,FCD,Dallas,FC Dallas,FB,1094,0.0205,0.0333,0.4848,0.4766,0.2422,0.1924,-0.0720,0.0765,-0.1984,0.0533,-0.0539,0.0376,2023,250000,297000,2023-09-15,2001-07-31,Brazil,5,11,NA
2vQ1jG0bMr,Luis Flores,SKC,Kansas City,Sporting Kansas City,W,8,-0.0050,0.0000,0.0000,-0.0345,0.0027,0.0000,-0.0065,-0.0008,-0.0038,-0.0346,-0.0057,-0.0041,2023,67360,67360,2023-09-15,2002-04-06,USA,5,8,150
2vQ1L4XOqr,C.J. Sapong,TOR,Toronto,Toronto FC,ST,1783,-0.6120,-0.0446,0.3633,-0.6425,3.1608,0.8156,-0.2782,-0.2949,-0.2341,0.0257,-0.5866,-0.5118,2023,600000,616667,2023-09-15,1988-12-27,USA,6,2,185
2vQ1LYxbqr,Paul Arriola,FCD,Dallas,FC Dallas,W,2080,0.0852,0.0411,0.8151,0.6498,2.9052,0.8169,-0.2651,-0.1559,-0.1842,0.6265,0.6693,-0.2498,2023,1550000,1729400,2023-09-15,1995-02-05,USA,5,6,146
2vQ1LYY0qr,Emmanuel Boateng,NER,New England,New England Revolution,W,1620,0.3220,-0.0362,0.8542,0.1190,1.2494,0.5436,0.1020,-0.1199,-0.0289,-0.1040,-0.0762,-0.1034,2023,85444,95784,2023-09-15,1994-01-17,Ghana,5,6,150
2vQ1N1r4Mr,Gregore,MIA,Miami,Inter Miami CF,DM,423,0.0505,-0.0447,0.5579,0.1939,0.0576,0.0422,0.0076,-0.0334,0.2467,0.0208,-0.0889,-0.0492,2023,725000,961250,2023-09-15,1994-03-02,Brazil,5,11,172
2vQ1N6yLMr,Giacomo Vrioni,NER,New England,New England Revolution,ST,1487,0.2771,0.1043,0.3777,-0.9087,2.4347,1.2358,0.5317,-0.0853,-0.1595,-0.4317,-0.5153,0.1840,2023,1600000,1847500,2023-09-15,1998-10-15,Albania,5,11,154
2vQ1NO0OMr,Jáder Obrian,FCD,Dallas,FC Dallas,W,2249,0.9627,0.2352,0.9561,-0.8948,3.3773,0.8567,0.8083,-0.0145,-0.0173,-0.6776,0.2700,-0.4605,2023,382500,467100,2023-09-15,1995-05-18,Colombia,5,6,137
2vQ1Nv7LMr,Rándall Leal,NSH,Nashville,Nashville SC,W,1240,-0.0135,-0.0905,0.5770,0.4043,0.4834,0.3652,-0.1811,-0.1593,-0.1267,0.1337,-0.4768,-0.1337,2023,1000000,1115000,2023-09-15,1997-01-14,Costa Rica,5,7,NA
315V7zn7q9,Sofiane Djeffal,ATX,Austin,Austin FC,CM,353,-0.0264,0.0122,0.5397,0.2719,0.0530,0.0084,-0.0607,0.0092,0.3051,0.1490,-0.1235,-0.0932,2023,75325,75325,2023-09-15,1999-04-19,France,NA,NA,NA
315VKB6q9x,Scott Arfield,CLT,Charlotte,Charlotte FC,CM,535,0.0982,-0.0047,0.1733,-0.0246,0.2038,0.4097,0.0586,-0.0260,-0.1432,-0.1393,-0.2305,0.2029,2023,400000,437500,2023-09-15,1988-11-01,Canada,5,10,154
315VkJ1Yq9,Ian Murphy,CIN,Cincinnati,FC Cincinnati,CB,2139,0.0195,-0.1067,2.2765,0.8271,0.2024,0.0288,-0.0270,0.1114,0.6323,-0.3300,-0.2707,-0.2112,2023,72050,74300,2023-09-15,2000-01-16,USA,NA,NA,NA
315VPoB6Q9,Kayden Pierre,SKC,Kansas City,Sporting Kansas City,FB,13,0.0046,0.0240,0.0000,0.0206,0.0018,0.0000,0.0035,0.0246,-0.0082,0.0154,-0.0011,-0.0016,2023,85444,91819,2023-09-15,2003-02-16,USA,NA,NA,NA
315VPPBEQ9,Tayvon Gray,NYC,New York City,New York City FC,FB,2295,0.2749,-0.3814,1.9575,0.7364,0.0505,0.0950,0.1377,-0.2313,0.4013,-0.3013,-0.4659,-0.1758,2023,300000,350000,2023-09-15,2002-08-19,USA,5,8,161
315VPVXbQ9,Ibrahim Aliyu,HOU,Houston,Houston Dynamo FC,ST,1448,-1.7481,-0.0615,0.5798,-1.4435,3.2075,0.6562,-1.5350,-0.2581,0.0725,-0.9612,0.3262,-0.3859,2023,425004,476383,2023-09-15,2002-01-16,Nigeria,NA,NA,NA
315VPZmnQ9,Aziel Jackson,STL,St. Louis,St. Louis City SC,AM,1310,-0.4300,0.6179,0.5370,0.7587,1.1984,0.6401,-0.5036,0.4899,-0.0781,0.6407,-0.3805,-0.0579,2023,85444,89341,2023-09-15,2001-10-25,USA,5,9,NA
315VXDObQ9,Christian Makoun,NER,New England,New England Revolution,CB,553,0.0713,-0.0293,0.5931,0.2189,0.0691,0.1255,0.0313,0.0006,0.1913,-0.0299,-0.0884,0.0338,2023,225000,225000,2023-09-15,2000-03-05,Venezuela,5,7,163
315VXoL7Q9,Emanuel Reynoso,MIN,Minnesota,Minnesota United FC,AM,1478,1.0922,0.5718,0.7271,1.9245,1.5100,0.9940,0.9173,0.4048,0.0501,1.4901,-0.0453,0.2183,2023,1600000,2151200,2023-09-15,1995-11-16,Argentina,5,10,143
315VXPJEQ9,Julio Cascante,ATX,Austin,Austin FC,CB,2296,0.1089,-0.3038,1.6002,1.3095,1.4169,0.7933,0.0641,-0.0648,-0.1767,0.0557,0.9095,0.5364,2023,620000,693750,2023-09-15,1993-10-03,Costa Rica,6,1,NA
315VXpO9Q9,Ahmed Hamdi,MTL,Montréal,CF Montréal,AM,546,-0.0745,-0.0095,0.2502,0.0623,0.2640,0.1438,-0.1184,-0.0537,-0.0170,-0.0442,-0.2878,-0.1121,2023,500000,597500,2023-09-15,1998-02-10,Egypt,5,10,150
315VXyJXQ9,Andrew Gutman,COL,Colorado,Colorado Rapids,FB,2656,0.3934,0.0576,2.4444,0.7415,1.2215,0.7151,0.1840,0.1827,0.7640,-0.3413,0.6187,0.3940,2023,350000,381250,2023-09-15,1996-10-02,USA,5,10,159
315VXzv6Q9,Mario González,LAFC,Los Angeles FC,Los Angeles FC,ST,503,-0.2059,0.2386,-0.0208,-0.1052,1.2429,0.2454,-0.1596,0.1804,-0.2223,0.0093,0.3646,-0.0824,2023,888500,888500,2023-09-15,1996-02-25,Spain,NA,NA,NA
4JMA1m7MKg,Kelvin Leerdam,LAG,LA Galaxy,LA Galaxy,FB,1361,0.0176,-0.0726,1.3421,0.7525,0.0456,0.0613,-0.0540,0.0234,0.3911,0.1186,-0.2746,-0.1074,2023,300000,335000,2023-09-15,1990-06-24,Netherlands,5,10,174
4JMA8koOQK,Joshua Bolma,NER,New England,New England Revolution,DM,31,0.0188,0.0000,0.0542,-0.0425,0.0024,0.0087,0.0154,0.0013,0.0303,-0.0569,-0.0062,0.0029,2023,67360,74027,2023-09-15,2002-04-10,Ghana,5,9,135
4JMA97YkMK,Matheus Rossetto,ATL,Atlanta,Atlanta United FC,DM,2195,0.1306,0.2035,1.7628,1.0057,0.6369,0.3448,-0.1054,0.2844,0.1010,0.0319,-0.0332,-0.0872,2023,650000,764375,2023-09-15,1996-06-03,Brazil,5,11,165
4JMAaaxkMK,Sebastian Lletget,FCD,Dallas,FC Dallas,CM,1291,0.0391,0.0310,0.5900,0.0761,0.7704,0.3461,-0.0806,0.0062,-0.2237,-0.2626,-0.0307,-0.0703,2023,700000,791250,2023-09-15,1992-09-03,USA,5,10,152
4JMAaEp9MK,Sam Nicholson,COL,Colorado,Colorado Rapids,FB,1612,0.2729,-0.0093,1.3961,-0.0556,0.8566,0.3823,0.0725,-0.0510,0.4805,-0.4558,-0.1558,-0.1314,2023,325000,360313,2023-09-15,1995-01-20,Scotland,5,9,157
4JMAaoa7MK,Héctor Jiménez,ATX,Austin,Austin FC,FB,55,-0.0403,0.0159,-0.1533,0.0153,0.0429,0.0000,-0.0477,0.0146,-0.1838,0.0037,0.0076,-0.0174,2023,85444,85444,2023-09-15,1988-11-03,USA,5,9,141
4JMAaRwPMK,Héctor Herrera,HOU,Houston,Houston Dynamo FC,DM,3336,1.2202,0.3074,2.7986,3.6082,2.2785,1.7798,0.9053,0.3684,0.4066,2.3210,0.8983,0.9818,2023,4750000,5246875,2023-09-15,1990-04-19,Mexico,6,1,176
4JMAk7nkqK,Devin Padelford,MIN,Minnesota,Minnesota United FC,FB,187,0.0386,0.0006,0.0423,0.0733,0.2087,0.0575,0.0239,0.0094,-0.0760,-0.0029,0.1663,0.0349,2023,67360,74360,2023-09-15,2003-01-03,USA,6,0,174
4JMAkkK1qK,Preston Judd,LAG,LA Galaxy,LA Galaxy,ST,730,-0.3142,0.0217,0.2855,-0.3631,1.9749,0.7904,-0.2097,-0.0770,0.0286,-0.1230,0.5303,0.2668,2023,67360,67360,2023-09-15,1999-05-28,USA,6,2,185
4JMAkzG1qK,Axel Kei,RSL,Salt Lake,Real Salt Lake,ST,12,0.0229,0.0000,0.0000,-0.0180,0.0674,0.1055,0.0251,-0.0017,-0.0040,-0.0135,0.0421,0.0965,2023,85444,101444,2023-09-15,2007-12-30,USA,6,1,161
4JMAoJgYqK,Cade Cowell,SJE,San Jose,San Jose Earthquakes,W,1692,-0.3087,0.2783,0.5069,-0.8088,2.2750,0.8119,-0.5427,0.1040,-0.2705,-0.7748,0.2697,-0.1058,2023,600000,689909,2023-09-15,2003-10-14,USA,5,10,163
4JMAoJNkqK,Jonathan Perez,LAG,LA Galaxy,LA Galaxy,FB,147,0.1396,-0.0569,0.0264,-0.0479,0.0754,0.1241,0.1244,-0.0547,-0.0674,-0.0976,0.0150,0.0917,2023,250000,283000,2023-09-15,2003-01-18,USA,5,7,123
4JMAoL97qK,Julián Carranza,PHI,Philadelphia,Philadelphia Union,ST,2932,-0.7623,0.7825,1.2201,-1.2366,6.2085,2.4914,-0.2133,0.3708,0.2379,-0.1378,0.0462,0.3086,2023,950000,950000,2023-09-15,2000-05-22,Argentina,6,0,165
4JMAolz1qK,Daniel Pereira Gil,ATX,Austin,Austin FC,CM,2798,1.0097,0.0048,2.0046,0.1526,0.4497,0.2467,0.7343,0.0646,-0.0218,-0.9396,-0.5808,-0.3871,2023,100000,118414,2023-09-15,2000-07-14,Venezuela,5,9,NA
4JMAomalqK,José Fajardo,DCU,D.C. United,D.C. United,ST,276,0.0119,-0.0391,0.0448,-0.4153,0.6109,0.0681,0.0236,-0.0739,-0.0635,-0.3846,0.1599,-0.1100,2023,240000,269500,2023-09-15,1993-08-18,Panama,5,11,176
4wM42Belqj,Mark Delgado,LAG,LA Galaxy,LA Galaxy,CM,2571,0.1716,-0.0055,2.2037,1.5000,1.0481,0.5379,-0.0711,0.0090,0.4274,0.6332,-0.0817,-0.1275,2023,750000,826250,2023-09-15,1995-05-16,USA,5,9,148
4wM4a9Gl5j,Adalberto Carrasquilla,HOU,Houston,Houston Dynamo FC,W,2733,0.7789,0.3899,1.1443,0.5033,1.6264,1.1029,0.4208,0.1888,-0.2897,0.2038,-0.9745,-0.1530,2023,500000,550224,2023-09-15,1998-11-28,Panama,5,7,141
4wM4aNJN5j,Yevhen Cheberko,CLB,Columbus,Columbus Crew,CB,294,-0.0886,-0.0355,0.2324,0.2146,0.0033,0.0000,-0.0963,-0.0068,0.0095,0.0585,-0.0619,-0.0332,2023,370000,418250,2023-09-15,1998-01-23,Ukraine,6,0,146
4wM4E8Xg5j,Chris Donovan,PHI,Philadelphia,Philadelphia Union,ST,543,0.4531,0.0095,0.2846,0.0238,0.7391,0.2988,0.5346,-0.0520,0.0710,0.1637,-0.2636,-0.0622,2023,68775,68775,2023-09-15,2000-08-08,USA,NA,NA,NA
4wM4J8bNqj,Owen Wolff,ATX,Austin,Austin FC,DM,2081,0.1638,-0.0166,1.1006,0.0918,0.4552,0.4003,-0.0632,0.0182,-0.3661,-0.7137,-0.3826,-0.0924,2023,100000,113053,2023-09-15,2004-12-30,USA,5,9,146
4wM4JDRzqj,Harvey Neville,MIA,Miami,Inter Miami CF,FB,252,-0.0862,-0.0103,-0.1556,-0.0900,0.0209,0.0000,-0.1072,-0.0005,-0.3147,-0.1869,-0.0551,-0.0393,2023,67360,67360,2023-09-15,2002-06-26,England,NA,NA,NA
4wM4JGblqj,Sean Nealis,NYRB,New York,New York Red Bulls,CB,3312,-0.3426,-0.6496,0.9711,0.9713,0.7828,0.5051,-0.4073,-0.3049,-1.5921,-0.8374,0.0510,0.1346,2023,400000,476250,2023-09-15,1997-01-13,USA,6,1,183
4wM4JlEyqj,Kervin Arriaga,MIN,Minnesota,Minnesota United FC,DM,1313,-0.1961,-0.0422,1.0119,0.8331,0.4046,0.3018,-0.3228,-0.0147,0.0650,0.3343,-0.1656,-0.0142,2023,170000,189667,2023-09-15,1998-01-05,Honduras,NA,NA,NA
4wM4JmKAqj,Santiago Moreno,POR,Portland,Portland Timbers FC,W,2516,0.4254,-0.3687,1.9501,0.9958,2.5922,1.2420,0.0338,-0.5784,0.6781,0.8106,0.1058,0.0327,2023,340000,384993,2023-09-15,2000-04-21,Colombia,5,8,148
4wM4Jwdzqj,Jahkeele Marshall-Rutty,TOR,Toronto,Toronto FC,W,1259,0.0997,0.0986,0.6301,-0.1902,0.5911,0.5816,-0.0488,0.0518,-0.0753,-0.4097,-0.3403,0.1281,2023,152500,159313,2023-09-15,2004-06-16,Canada,5,7,135
4wM4JxwBqj,Daniel Munie,SJE,San Jose,San Jose Earthquakes,CB,134,-0.0168,-0.0075,0.0775,0.0529,0.0125,0.0004,-0.0220,0.0039,-0.0199,-0.0141,-0.0174,-0.0150,2023,67360,67360,2023-09-15,2000-02-10,USA,6,0,181
4wM4JyWBqj,Thiago Andrade,NYC,New York City,New York City FC,W,178,-0.2078,-0.0047,-0.1198,-0.0523,0.2662,0.0502,-0.2200,-0.0195,-0.2076,-0.0513,0.0587,-0.0404,2023,200000,219600,2023-09-15,2000-10-31,Brazil,5,11,150
4wM4JZezqj,Dagur Dan Thórhallsson,ORL,Orlando City,Orlando City SC,FB,1753,0.4726,0.2442,0.9700,0.2692,0.7386,0.2882,0.2986,0.2690,-0.1211,-0.3475,0.0285,-0.0892,2023,160000,195500,2023-09-15,2000-05-02,Iceland,5,10,NA
4wM4pp44Mj,Joey Akpunonu,CIN,Cincinnati,FC Cincinnati,FB,10,0.0000,0.0023,0.0000,0.0053,-0.0001,0.0000,-0.0008,0.0028,-0.0063,0.0012,-0.0024,-0.0012,2023,67360,69860,2023-09-15,2001-12-21,USA,6,3,185
4wM4prJlMj,Levonte Johnson,VAN,Vancouver,Vancouver Whitecaps FC,FB,240,0.1066,0.0534,0.2136,-0.2354,0.1457,0.0081,0.0952,0.0563,0.0677,-0.3047,0.0218,-0.0482,2023,67360,67360,2023-09-15,1999-03-15,Canada,5,10,185
7vQ73eoDQD,Nemanja Radoja,SKC,Kansas City,Sporting Kansas City,DM,2290,0.2039,-0.3154,1.8044,0.6938,0.3254,0.1346,-0.0452,-0.2261,0.0601,-0.3393,-0.3533,-0.3064,2023,800000,890000,2023-09-15,1993-02-06,Serbia,6,1,170
7vQ73NxYQD,Kelyn Rowe,SEA,Seattle,Seattle Sounders FC,FB,404,-0.0036,-0.0243,0.1148,0.3821,0.1465,0.0241,-0.0442,-0.0169,-0.1283,0.2492,-0.0123,-0.0565,2023,300000,300000,2023-09-15,1991-12-02,USA,5,8,152
7vQ73orEQD,DeAndre Yedlin,MIA,Miami,Inter Miami CF,FB,2585,-0.0818,-0.3241,0.8691,0.4426,0.4692,0.0377,-0.2801,-0.1971,-0.7794,-0.6240,-0.1169,-0.2740,2023,825000,873750,2023-09-15,1993-07-09,USA,5,8,161
7vQ73wYGQD,Héber,SEA,Seattle,Seattle Sounders FC,ST,1204,-0.3536,0.0401,0.2190,-0.8394,3.5197,1.1427,-0.2363,-0.1093,-0.2376,-0.5931,1.3892,0.3440,2023,930000,1019000,2023-09-15,1991-08-10,Brazil,5,11,159
7vQ7BmAzqD,Hassani Dotson,MIN,Minnesota,Minnesota United FC,DM,2814,0.4431,0.6255,2.0223,0.6993,1.7659,1.1957,0.0943,0.5782,0.2219,-0.0699,0.0112,0.2827,2023,450000,507500,2023-09-15,1997-08-06,USA,5,11,170
7vQ7BYdeqD,Dru Yearwood,NYRB,New York,New York Red Bulls,CM,1004,-0.1144,-0.0047,0.5203,0.1178,0.3711,0.0861,-0.2419,-0.0611,-0.0495,-0.1306,-0.3926,-0.3150,2023,525000,593750,2023-09-15,2000-02-17,England,5,9,NA
7vQ7rA7YqD,William Sands,CLB,Columbus,Columbus Crew,FB,529,0.0417,0.0251,0.1321,-0.1524,0.1140,0.0425,0.0000,0.0500,-0.2025,-0.3680,-0.0060,-0.0214,2023,85444,91694,2023-09-15,2000-07-06,USA,5,10,150
7vQ7rmxEqD,Jamiro Monteiro,SJE,San Jose,San Jose Earthquakes,CM,2380,-0.7221,0.0564,1.4325,0.1827,1.9448,0.5619,-0.9385,-0.0722,0.0769,-0.4465,0.0664,-0.3893,2023,1200000,1293500,2023-09-15,1993-11-23,Republic of Cape Verde,5,8,139
7vQ7rPpOqD,Russell Canouse,DCU,D.C. United,D.C. United,CM,2435,-0.3256,-0.3633,2.2454,0.7686,0.3236,0.2727,-0.5638,-0.3137,0.4871,-0.1735,-0.5832,-0.2835,2023,575000,575000,2023-09-15,1995-06-11,USA,5,10,168
7vQ7rvNDqD,Cristian Dájome,DCU,D.C. United,D.C. United,W,1244,-0.4760,0.0752,0.4806,0.1307,1.3982,0.6025,-0.6270,-0.0148,-0.1433,-0.0561,0.2310,0.0479,2023,900000,965625,2023-09-15,1994-01-03,Colombia,5,8,154
7vQ7rVvGqD,Kevin O'Toole,NYC,New York City,New York City FC,FB,1366,-0.0271,0.0778,0.5147,0.2023,0.2214,0.1197,-0.1309,0.1458,-0.3587,-0.3636,-0.0882,-0.0449,2023,85444,85444,2023-09-15,1998-12-14,USA,5,7,150
7VqG006dQv,Malik Pinto,CIN,Cincinnati,FC Cincinnati,CM,509,-0.0133,-0.0778,0.3633,0.1922,0.0809,0.0367,-0.0551,-0.1050,0.0726,0.0493,-0.3236,-0.1665,2023,67360,67360,2023-09-15,2002-08-09,USA,NA,NA,NA
7VqG00bXQv,Hayden Sargis,DCU,D.C. United,D.C. United,CB,22,-0.0040,0.0000,-0.0225,0.0156,-0.0003,0.0000,-0.0021,-0.0004,-0.0347,0.0137,-0.0259,-0.0094,2023,85444,85444,2023-09-15,2002-05-02,USA,6,0,170
7VqG08vjQv,David Ayala,POR,Portland,Portland Timbers FC,CM,176,0.0386,-0.0037,0.1815,-0.0223,0.1045,0.0967,0.0222,-0.0015,0.0574,-0.0856,0.0333,0.0537,2023,375000,496000,2023-09-15,2002-07-26,Argentina,5,7,137
7VqG08wXQv,Wikelman Carmona,NYRB,New York,New York Red Bulls,W,782,-0.1642,0.0984,0.0920,-0.0620,0.5731,0.4233,-0.2079,0.0254,-0.2679,-0.0878,-0.3959,0.0063,2023,85444,88194,2023-09-15,2003-02-24,Venezuela,5,8,157
7VqG0b7jQv,Nökkvi Þeyr Þórisson,STL,St. Louis,St. Louis City SC,ST,328,-0.0454,0.0398,-0.1549,-0.0815,0.2794,0.1319,-0.0347,-0.0010,-0.2846,-0.0400,-0.2525,-0.0785,2023,150000,172438,2023-09-15,1999-08-13,Iceland,NA,NA,NA
7VqG0jDzQv,Maren Haile-Selassie,CHI,Chicago,Chicago Fire FC,W,2131,0.3843,0.0323,1.6925,-0.1615,2.5823,0.8837,0.0211,-0.1263,0.6225,-0.3232,0.6051,-0.0801,2023,264000,279800,2023-09-15,1999-03-13,Switzerland,5,10,150
7VqG0oaYQv,Abdoulaye Cissoko,SEA,Seattle,Seattle Sounders FC,CB,101,0.0036,-0.0134,0.0096,0.1102,-0.0004,0.0000,0.0121,-0.0152,-0.0464,0.1015,-0.1177,-0.0432,2023,85444,85444,2023-09-15,1999-12-27,France,6,2,161
7VqG0wE6Qv,Nathan Saliba,MTL,Montréal,CF Montréal,CM,1948,0.0645,-0.0743,1.3770,-0.4119,0.5035,0.3479,-0.1173,-0.0868,0.0979,-1.0369,-0.4543,-0.1978,2023,67360,79169,2023-09-15,2004-02-07,Canada,5,8,157
7VqG0XxeQv,Hugo Mbongue,TOR,Toronto,Toronto FC,ST,306,0.0764,-0.0037,0.1163,-0.2558,0.1758,0.0276,0.0979,-0.0350,-0.0122,-0.2040,-0.3111,-0.1566,2023,67360,78787,2023-09-15,2004-07-24,Canada,NA,NA,NA
7VqG0ZGYQv,Diego Luna,RSL,Salt Lake,Real Salt Lake,W,1615,0.4146,-0.0146,1.0800,0.2380,0.9860,0.8516,0.1495,-0.1477,0.2625,0.1548,-0.6418,0.0692,2023,120000,134380,2023-09-15,2003-09-07,USA,5,8,187
